created_at,id_str,full_text,quote_count,reply_count,retweet_count,favorite_count,lang,user_id_str,conversation_id_str,username,tweet_url,sanitized_tweet,cluster_3,cluster_4,cluster_5,cluster_6,cluster_7,cluster_8,cluster_9,cluster_10,sentiment_score,sentiment
Mon Oct 02 14:25:45 +0000 2023,1708850761369800740,@masasihgaboleh @KeretaCepatID Pngen cobain jg naik kereta cepat ini,0,1,0,0,in,1483234331644489728,1708850562228433340,aur0rain,https://twitter.com/aur0rain/status/1708850761369800740,"['masasihgaboleh', '@keretacepatid', 'pengin', 'coba', 'kereta', 'cepat']",0,1,1,3,5,4,3,2,-8.0,negative
Mon Oct 02 14:25:36 +0000 2023,1708850725563011419,"@KeretaCepatID min kalau dpt tiket berangkat tulisannya data penumpang 1, bisa buat 2 org ga? Atau cuma bisa 1 org. Trus coba regris buat baliknya malah tulisannya pemesanan maksimal 1 hari padahal berangkat nya buat tgl 3, Tolong jawab ya.. thx",0,0,0,0,in,104162626,1708850725563011419,NadDhifa,https://twitter.com/NadDhifa/status/1708850725563011419,"['@keretacepatid', 'min', 'tiket', 'berangkat', 'tulis', 'data', 'tumpang', '1', '2', 'orang', '1', 'orang', 'coba', 'regris', 'tulis', 'mesan', 'maksimal', '1', 'berangkat', 'nya', 'tanggal', '3', 'tolong', 'ya', 'thx']",2,2,0,5,0,7,8,4,-11.0,negative
Mon Oct 02 14:25:36 +0000 2023,1708850723772108810,Gimana war tiket gratis kereta cepat kloter 3-nya? Udah pada dapat?  Whoosh... Langsung ludes kurang dari 9 menit sejak @KeretaCepatID memposting info ini ð,2,14,2,33,in,1617441699613270016,1708850723772108810,txttransportasi,https://twitter.com/txttransportasi/status/1708850723772108810,"['war', 'tiket', 'gratis', 'kereta', 'cepat', 'kloter', '3nya', 'whoosh', 'langsung', 'ludes', '9', 'menit', '@keretacepatid', 'memposting', 'info', '']",0,1,1,3,5,4,6,2,-8.0,negative
Mon Oct 02 14:25:30 +0000 2023,1708850698384015799,@KeretaCepatID Yang bayar kapan mint?,0,0,0,0,in,1003451386120425472,1708828277425721816,dmaharika,https://twitter.com/dmaharika/status/1708850698384015799,"['@keretacepatid', 'bayar', 'mint']",1,3,4,4,4,2,0,8,-3.0,negative
Mon Oct 02 14:25:25 +0000 2023,1708850678582624280,"@KeretaCepatID mau ambil tiket yg pagi bsk tgl 03 okt, tapi gabisa katanya maks pemesana 1 hari sebelum. solusinya gmn min?",0,0,0,0,in,1164314151616782336,1708828277425721816,thefangirlbb,https://twitter.com/thefangirlbb/status/1708850678582624280,"['@keretacepatid', 'ambil', 'tiket', 'pagi', 'besok', 'tanggal', '03', 'okt', 'maks', '1', 'solusi', 'min']",2,2,0,5,0,7,8,4,-9.0,negative
Mon Oct 02 14:24:57 +0000 2023,1708850562228433340,"Lusa ke Bandung, berangkat pagi.  Pas banget bisa naik @KeretaCepatID.",0,1,0,0,in,949325693887725568,1708850562228433340,masasihgaboleh,https://twitter.com/masasihgaboleh/status/1708850562228433340,"['lusa', 'bandung', 'berangkat', 'pagi', 'pas', 'banget', '@keretacepatid']",1,3,4,4,4,2,0,8,-4.0,negative
Mon Oct 02 14:24:53 +0000 2023,1708850544121713058,@KeretaCepatID ganti ke brand sports aja ð¥ð¥ð¥ð¥ð,0,0,1,0,in,451465048,1708665234477740121,stoppostman,https://twitter.com/stoppostman/status/1708850544121713058,"['@keretacepatid', 'ganti', 'brand', 'sports', '']",1,3,4,4,4,2,0,8,-3.0,negative
Mon Oct 02 14:24:51 +0000 2023,1708850535498236205,@KeretaCepatID batara atau argo cahaya bagus pdhl...,0,0,0,0,in,1321691876907347968,727720995033915392,sectsany,https://twitter.com/sectsany/status/1708850535498236205,"['@keretacepatid', 'batara', 'argo', 'cahaya', 'bagus']",1,3,4,4,4,2,0,8,-4.0,negative
Mon Oct 02 14:24:45 +0000 2023,1708850512362385530,@KeretaCepatID please min saya pengen dpt in tiket jalur kesian saya gadapet terus udh coba 3 kali kehabisan terus pls min. minimal jangan gantung kasih info kapan bisa operasi nya lah harganya gmna2 ada discount ga diawal2nya. resmi doang gantung mah percuma,0,0,0,0,in,982877936284876805,1708850512362385530,whosppam,https://twitter.com/whosppam/status/1708850512362385530,"['@keretacepatid', 'please', 'min', 'pengin', 'tiket', 'jalur', 'kesi', 'gadapet', 'coba', '3', 'kali', 'habis', 'pls', 'min', 'minimal', 'gantung', 'kasih', 'info', 'operasi', 'nya', 'harga', 'gmna2', 'discount', 'diawal2nya', 'resmi', 'doang', 'gantung', 'mah']",2,2,0,5,0,3,3,1,-25.0,negative
Mon Oct 02 14:24:39 +0000 2023,1708850485632102713,"@RizkiBarat1928 @KeretaCepatID Feeder mirip dengan kereta Bandara, sudah termasuk tiket seharusnya",0,1,0,0,in,807555730010083328,1708828277425721816,alvianchoiri,https://twitter.com/alvianchoiri/status/1708850485632102713,"['rizkibarat1928', '@keretacepatid', 'feeder', 'kereta', 'bandara', 'masuk', 'tiket']",0,1,4,4,4,0,8,4,-7.0,negative
Mon Oct 02 14:24:29 +0000 2023,1708850444246868446,@kiqi01 @KeretaCepatID gua dapet pp juga tp kudu nginep dulu di bandung njir wkwk https://t.co/aaOQCK75JR,0,1,0,0,in,1572463073319079937,1708828277425721816,cukuranjembutt,https://twitter.com/cukuranjembutt/status/1708850444246868446,"['kiqi01', '@keretacepatid', 'gua', 'pp', 'kudu', 'nginep', 'bandung', 'anjir', 'wkwk']",1,3,4,4,4,2,0,8,-7.0,negative
Mon Oct 02 14:23:37 +0000 2023,1708850225526563274,@andinipramesthi @KeretaCepatID pulangnya naik primajasa,0,1,0,0,in,83022893,1708828277425721816,faridzdzdz,https://twitter.com/faridzdzdz/status/1708850225526563274,"['andinipramesthi', '@keretacepatid', 'pulang', 'primajasa']",1,3,4,4,4,2,0,8,0.0,neutral
Mon Oct 02 14:23:34 +0000 2023,1708850215242141932,"@kiqi01 @KeretaCepatID Sama, dapet PP juga wkwk. Hoki bener malem ini",0,0,0,0,in,1228216664715489280,1708828277425721816,bangunrebahan,https://twitter.com/bangunrebahan/status/1708850215242141932,"['kiqi01', '@keretacepatid', 'pp', 'wkwk', 'hoki', 'malam']",1,3,4,4,4,2,0,8,-4.0,negative
Mon Oct 02 14:23:28 +0000 2023,1708850188478198036,@KeretaCepatID Min aku blm dpt email,0,1,0,0,in,898511206566187008,1708828277425721816,ajaythx,https://twitter.com/ajaythx/status/1708850188478198036,"['@keretacepatid', 'min', 'email']",2,2,0,5,0,7,2,1,0.0,neutral
Mon Oct 02 14:22:52 +0000 2023,1708850037227454710,@crxiuu @andinipramesthi @KeretaCepatID Aku blm dpt email nya ð,0,0,0,0,in,898511206566187008,1708828277425721816,ajaythx,https://twitter.com/ajaythx/status/1708850037227454710,"['crxiuu', 'andinipramesthi', '@keretacepatid', 'email', 'nya', '']",1,3,4,4,4,7,0,8,0.0,neutral
Mon Oct 02 14:22:45 +0000 2023,1708850009436025172,@faridzdzdz @KeretaCepatID Tawa yyyð¤,0,1,0,0,in,1105339117,1708828277425721816,andinipramesthi,https://twitter.com/andinipramesthi/status/1708850009436025172,"['faridzdzdz', '@keretacepatid', 'tawa', 'yyy']",1,3,4,4,4,2,0,8,0.0,neutral
Mon Oct 02 14:22:41 +0000 2023,1708849989785641112,@KeretaCepatID Terdengar seperti nama keris pusaka majapahit,0,0,0,0,in,1097108816238235649,727720995033915392,kantanggg,https://twitter.com/kantanggg/status/1708849989785641112,"['@keretacepatid', 'dengar', 'nama', 'keris', 'pusaka', 'majapahit']",1,3,4,4,4,2,0,8,2.0,positive
Mon Oct 02 14:22:12 +0000 2023,1708849871690600484,@KeretaCepatID Min kenapa gak bisa booking buat tanggal 3 Oktober padahal masih ada seatnya,0,0,0,0,in,76710593,1708828277425721816,mangotango1511,https://twitter.com/mangotango1511/status/1708849871690600484,"['@keretacepatid', 'min', 'booking', 'tanggal', '3', 'oktober', 'seatnya']",2,2,0,5,0,7,2,1,-2.0,negative
Mon Oct 02 14:22:05 +0000 2023,1708849842318127183,@Rezafebria22901 @KeretaCepatID @ventableu Itulah kenapa gue war tiket berangkat dan balik juga. Karena udah gada PP lagi di keterangan nya,0,0,0,0,in,1228216664715489280,1708828277425721816,bangunrebahan,https://twitter.com/bangunrebahan/status/1708849842318127183,"['rezafebria22901', '@keretacepatid', 'ventableu', 'gue', 'war', 'tiket', 'berangkat', 'pp', 'terang', 'nya']",1,3,4,4,4,0,8,4,-7.0,negative
Mon Oct 02 14:21:56 +0000 2023,1708849803013378485,@andinipramesthi @KeretaCepatID WKWKWK,0,1,0,0,in,83022893,1708828277425721816,faridzdzdz,https://twitter.com/faridzdzdz/status/1708849803013378485,"['andinipramesthi', '@keretacepatid', 'wkwkwk']",1,3,4,4,4,2,0,8,3.0,positive
Mon Oct 02 14:21:54 +0000 2023,1708849794658218383,@ketikanez @KeretaCepatID paling cocok ini sih,0,0,0,0,in,241833046,727720995033915392,RizalSadel,https://twitter.com/RizalSadel/status/1708849794658218383,"['ketikanez', '@keretacepatid', 'cocok', 'sih']",1,3,4,4,4,2,0,8,-3.0,negative
Mon Oct 02 14:21:01 +0000 2023,1708849573987598571,min @KeretaCepatID apakah ada akses lanjutan  dr stasiun tegalluar menuju bandung? agak ribet ni soalnya cuma dapet tiket pergi dr HLM ke TGL..,0,0,0,1,in,1530335530549841921,1708849573987598571,gyukakuramen97,https://twitter.com/gyukakuramen97/status/1708849573987598571,"['min', '@keretacepatid', 'akses', 'stasiun', 'tegalluar', 'tuju', 'bandung', 'ribet', 'nih', 'tiket', 'pergi', 'hlm', 'tanggal']",2,2,0,5,3,6,8,3,-14.0,negative
Mon Oct 02 14:20:51 +0000 2023,1708849531608265015,@haihai_halo @discountfess iseng buka aja jam 19:50 sebelum admin kcic nya ngumumin.,0,2,0,1,in,168107322,1708843046786498721,Izharyudanka,https://twitter.com/Izharyudanka/status/1708849531608265015,"['haihai halo', 'discountfess', 'iseng', 'buka', 'jam', '1950', 'admin', 'kcic', 'nya', 'ngumumin']",1,3,2,0,1,5,1,6,-6.0,negative
Mon Oct 02 14:20:29 +0000 2023,1708849436401828094,@KeretaCepatID Min aku udah berhasil daftar.. tapi kok masih belum dapet email ya?,0,0,0,0,in,3191908470,1708828277425721816,Sakaridaa_,https://twitter.com/Sakaridaa_/status/1708849436401828094,"['@keretacepatid', 'min', 'hasil', 'daftar', 'email', 'ya']",2,2,0,5,0,7,2,1,4.0,positive
Mon Oct 02 14:20:28 +0000 2023,1708849432052310472,@satriafakhri_id @KeretaCepatID caranya om,0,0,0,0,in,112760893,1708838605903610336,wintopiliang,https://twitter.com/wintopiliang/status/1708849432052310472,"['satriafakhri id', '@keretacepatid', 'om']",1,3,4,4,4,2,0,8,0.0,neutral
Mon Oct 02 14:20:08 +0000 2023,1708849348577271902,@utpux @KeretaCepatID Ini dia bikin sayembaranya sebelum jd whoosh apa baru2 ini bg?,0,0,0,0,in,105509641,1708828277425721816,Rjulinas13,https://twitter.com/Rjulinas13/status/1708849348577271902,"['utpux', '@keretacepatid', 'bikin', 'sayembara', 'whoosh', 'barubaru', 'bang']",1,3,4,4,4,2,0,8,0.0,neutral
Mon Oct 02 14:19:57 +0000 2023,1708849302150562060,"@KeretaCepatID baru dibuka malem ini, tiket buka dari tgl 3, sedangkan tiket gabisa dipesan untuk besok .-.",0,0,0,0,in,1136982074433269762,1708828277425721816,imambas34,https://twitter.com/imambas34/status/1708849302150562060,"['@keretacepatid', 'buka', 'malam', 'tiket', 'buka', 'tanggal', '3', 'tiket', 'pes', 'besok']",2,2,4,4,4,0,8,4,-11.0,negative
Mon Oct 02 14:19:39 +0000 2023,1708849226904691001,@KeretaCepatID min kemapa pas pilih tiket gkbisa ya,0,0,0,0,in,1285816354390466560,1708828277425721816,sahasihurang,https://twitter.com/sahasihurang/status/1708849226904691001,"['@keretacepatid', 'min', 'kemapa', 'pas', 'pilih', 'tiket', 'gkbisa', 'ya']",2,2,0,5,0,0,8,4,5.0,positive
Mon Oct 02 14:19:22 +0000 2023,1708849158327840966,@KeretaCepatID Proyek ghaib. Pegawainya ghaib.,0,0,0,0,in,1380516282089439234,727720995033915392,basyiitth,https://twitter.com/basyiitth/status/1708849158327840966,"['@keretacepatid', 'proyek', 'ghaib', 'pegawai', 'ghaib']",1,3,4,4,4,2,0,8,3.0,positive
Mon Oct 02 14:19:17 +0000 2023,1708849135376568556,@KeretaCepatID Ngapain voting ð,0,0,0,0,in,917270314513342464,727720995033915392,1298364E,https://twitter.com/1298364E/status/1708849135376568556,"['@keretacepatid', 'kapai', 'voting', '']",1,3,4,4,4,2,0,8,0.0,neutral
Mon Oct 02 14:18:51 +0000 2023,1708849025125097962,Menteri BUMN Erick Thohir sebut teknologi KCIC yang diterapkan untuk kereta di PT KAI tidak kalah dengan Eropa dan Jepang. #BUMNSambungkanIndonesia https://t.co/tgGqQ5TLiV,0,0,19,0,in,2388658226,1708849025125097962,alponponpa,https://twitter.com/alponponpa/status/1708849025125097962,"['menteri', 'bumn', 'erick', 'thohir', 'teknologi', 'kcic', 'terap', 'kereta', 'pt', 'kai', 'kalah', 'eropa', 'jepang', 'bumnsambungkanindonesia']",1,3,2,0,1,5,5,6,-8.0,negative
Mon Oct 02 14:18:45 +0000 2023,1708849000055767174,"@KeretaCepatID @ElisabetOlivia1 Masa aku berdua sama adek aku doang, ortu ku gk dapetð­ð­",0,0,0,0,in,1472504992032452610,1708828277425721816,bledikey,https://twitter.com/bledikey/status/1708849000055767174,"['@keretacepatid', 'elisabetolivia1', 'adek', 'doang', 'orang', 'tua', 'ku', 'dapet']",1,3,4,4,4,2,0,8,-4.0,negative
Mon Oct 02 14:18:38 +0000 2023,1708848972595638619,@KeretaCepatID ini lebih kayak ke sport product sih keliatannya buat transportasi umum,0,0,0,0,in,1212571060089933825,1708665234477740121,garyirawn,https://twitter.com/garyirawn/status/1708848972595638619,"['@keretacepatid', 'kayak', 'sport', 'product', 'sih', 'lihat', 'transportasi']",1,3,4,4,4,2,0,8,0.0,neutral
Mon Oct 02 14:18:36 +0000 2023,1708848964605513761,"@KeretaCepatID alhamdulillah dapet, min. makasiii",0,0,0,0,in,78542359,1708828277425721816,ditdotwrt,https://twitter.com/ditdotwrt/status/1708848964605513761,"['@keretacepatid', 'alhamdulillah', 'min', 'makasiii']",2,2,0,5,0,3,2,1,5.0,positive
Mon Oct 02 14:18:34 +0000 2023,1708848955835187574,"@jokowi Transportasi itu murah tapi full booked, contoh KRL mahal itu untuk kalangan tertentu Tinggal pilih.. 150rb tapi full booked atau 300rb tapi cuma +/- 20%  Contoh nyata tarif tol bandara ke Tangerang sepi karena mahal, orang pada pilih muter ke kapuk dulu  @KAI121 @KeretaCepatID",0,0,0,0,in,1691562647261732867,1708767385891811336,Endy_prayudi,https://twitter.com/Endy_prayudi/status/1708848955835187574,"['jokowi', 'transportasi', 'murah', 'full', 'booked', 'contoh', 'krl', 'mahal', 'kalang', 'tinggal', 'pilih', '150rb', 'full', 'booked', '300rb', '20', 'contoh', 'nyata', 'tarif', 'tol', 'bandara', 'tangerang', 'sepi', 'mahal', 'orang', 'pilih', 'muter', 'kapuk', 'kai121', '@keretacepatid']",1,3,4,4,4,2,0,8,-15.0,negative
Mon Oct 02 14:18:19 +0000 2023,1708848890693423402,@andinipramesthi @KeretaCepatID Halah.. terdampar dong kak.. kirain udh dpt jatah kembali. ð©,0,0,0,0,in,781793977041166336,1708828277425721816,novautan,https://twitter.com/novautan/status/1708848890693423402,"['andinipramesthi', '@keretacepatid', 'halah', 'dampar', 'kak', 'ira', 'jatah', '']",1,0,3,2,2,2,4,0,-9.0,negative
Mon Oct 02 14:18:11 +0000 2023,1708848859835953513,PSN kiri ... KCIC perekrutan karyawan syarat mutlak berbahasa China,0,0,0,0,in,1667213278240706560,1708848859835953513,alfatih212426,https://twitter.com/alfatih212426/status/1708848859835953513,"['psn', 'kiri', 'kcic', 'rekrut', 'karyawan', 'syarat', 'mutlak', 'bahasa', 'china']",1,3,2,0,1,1,5,9,-7.0,negative
Mon Oct 02 14:18:09 +0000 2023,1708848851111813537,@KeretaCepatID @ElisabetOlivia1 Min tapi gk dapet2 minð­ð­ð­,0,0,0,0,in,1472504992032452610,1708828277425721816,bledikey,https://twitter.com/bledikey/status/1708848851111813537,"['@keretacepatid', 'elisabetolivia1', 'min', 'dapet2', 'min']",2,2,0,5,0,3,2,1,0.0,neutral
Mon Oct 02 14:17:33 +0000 2023,1708848700284674338,@KeretaCepatID Min kalo dapet tiket yg berangkat dari tegalluar tp mau naik dari padalarang bisa gak?,0,0,0,1,in,1576859702973300736,1708828277425721816,parkhyee1,https://twitter.com/parkhyee1/status/1708848700284674338,"['@keretacepatid', 'min', 'kalo', 'tiket', 'berangkat', 'tegalluar', 'padalarang']",2,2,0,5,3,6,8,3,-4.0,negative
Mon Oct 02 14:17:05 +0000 2023,1708848582625984657,@joh4nz @KeretaCepatID Pulang nya bayar naek kereta biasað,0,0,0,0,in,1671118307288838145,1708828277425721816,xPramuja07,https://twitter.com/xPramuja07/status/1708848582625984657,"['joh4nz', '@keretacepatid', 'pulang', 'nya', 'bayar', 'kereta']",1,3,4,4,4,2,0,8,-7.0,negative
Mon Oct 02 14:17:02 +0000 2023,1708848571028803585,@novautan @KeretaCepatID Iyaa betul info dari kcic nya ga berlaku PP kak,0,1,0,0,in,1105339117,1708828277425721816,andinipramesthi,https://twitter.com/andinipramesthi/status/1708848571028803585,"['novautan', '@keretacepatid', 'iya', 'info', 'kcic', 'nya', 'laku', 'pp', 'kak']",1,0,3,2,2,2,4,0,-3.0,negative
Mon Oct 02 14:17:02 +0000 2023,1708848570416435694,kek ahhh gua udh 3 kali war tiket kcic gadapet2? tu respone web nya terbatas bgt apa gimna halah,0,0,0,0,in,982877936284876805,1708848570416435694,whosppam,https://twitter.com/whosppam/status/1708848570416435694,"['kayak', 'ah', 'gua', '3', 'kali', 'war', 'tiket', 'kcic', 'gadapet2', 'respone', 'web', 'nya', 'batas', 'banget', 'halah']",1,3,2,0,1,5,5,6,-13.0,negative
Mon Oct 02 14:16:37 +0000 2023,1708848464338268586,@KeretaCepatID Habissð¥ð,0,0,0,0,in,4671268279,1708828277425721816,itsbridoyoungk,https://twitter.com/itsbridoyoungk/status/1708848464338268586,"['@keretacepatid', 'habiss']",1,3,4,4,4,2,0,8,0.0,neutral
Mon Oct 02 14:16:30 +0000 2023,1708848434583900450,@andinipramesthi @KeretaCepatID Tiketnya ngga pp itu kak? Jd pergi doang? Nanti baliknya harus nge war tiket lg?,0,1,0,0,in,781793977041166336,1708828277425721816,novautan,https://twitter.com/novautan/status/1708848434583900450,"['andinipramesthi', '@keretacepatid', 'tiket', 'pp', 'kak', 'pergi', 'doang', 'nge', 'war', 'tiket']",1,0,3,2,2,0,8,4,-4.0,negative
Mon Oct 02 14:16:18 +0000 2023,1708848383082066370,"@KeretaCepatID @guardianbulwark Min,kalo berhasil dpt 2 tapi yg satu sama blm dpt emailnya itu mungkin gagsih ?apa krn skr PP hanya bakal dpt 1 aja",0,1,0,2,in,1608705158351048706,1708846610317533447,ekawiati,https://twitter.com/ekawiati/status/1708848383082066370,"['@keretacepatid', 'guardianbulwark', 'minkalo', 'hasil', '2', 'email', 'gagsih', 'pp', '1']",1,3,4,4,4,7,0,8,3.0,positive
Mon Oct 02 14:16:09 +0000 2023,1708848347719880743,@Rusydian13 @KeretaCepatID Mengsedihhh ð¥º,0,0,0,0,in,584439278,1708828277425721816,Inggitcatur_a,https://twitter.com/Inggitcatur_a/status/1708848347719880743,"['rusydian13', '@keretacepatid', 'mengsedihhh', '']",1,3,4,4,4,2,0,8,0.0,neutral
Mon Oct 02 14:15:59 +0000 2023,1708848304241692961,"@KeretaCepatID min di pilihan tanggal ada sampai tgl 10, apakah itu untuk periode selanjutnya?",0,0,0,0,in,4595982258,1708828277425721816,jjajangmyeon13,https://twitter.com/jjajangmyeon13/status/1708848304241692961,"['@keretacepatid', 'min', 'pilih', 'tanggal', 'tanggal', '10', 'periode']",2,2,0,5,0,7,2,1,-10.0,negative
Mon Oct 02 14:15:20 +0000 2023,1708848141204951123,"@KeretaCepatID Min, ini tu gratisnya cuma sampai tgl 7 okt ajakah? Katanya pertengahan okt.. tgl 7 blm pertengahan min",0,0,0,0,in,1714559599,1708828277425721816,rachel9596_,https://twitter.com/rachel9596_/status/1708848141204951123,"['@keretacepatid', 'min', 'gratis', 'tanggal', '7', 'okt', 'aja', 'okt', 'tanggal', '7', 'min']",2,2,0,5,0,7,2,1,-3.0,negative
Mon Oct 02 14:15:13 +0000 2023,1708848113056965056,@Inggitcatur_a @KeretaCepatID Saya malah error udh tinggal selesai,0,0,0,0,in,1663704293256630272,1708828277425721816,Kecyy36,https://twitter.com/Kecyy36/status/1708848113056965056,"['inggitcatur a', '@keretacepatid', 'error', 'tinggal', 'selesai']",1,3,4,4,4,2,0,8,-12.0,negative
Mon Oct 02 14:15:10 +0000 2023,1708848099224142089,@cacanyaminghao @KeretaCepatID Padahal lumayan gratis wkwk,0,0,0,0,in,1671118307288838145,1708828277425721816,xPramuja07,https://twitter.com/xPramuja07/status/1708848099224142089,"['cacanyaminghao', '@keretacepatid', 'lumayan', 'gratis', 'wkwk']",1,3,4,4,4,2,0,8,2.0,positive
Mon Oct 02 14:15:04 +0000 2023,1708848075052294415,@mulledjogja @KeretaCepatID Jangan2 ini trik marketing travel2 ituð¤£,0,0,0,1,in,1105339117,1708828277425721816,andinipramesthi,https://twitter.com/andinipramesthi/status/1708848075052294415,"['mulledjogja', '@keretacepatid', 'janganjangan', 'trik', 'marketing', 'travel2']",1,3,4,4,4,2,0,8,0.0,neutral
Mon Oct 02 14:15:03 +0000 2023,1708848068576289210,@KeretaCepatID Min klo mau cek td emailnya apa gmn ya? Kok mendadak ragu emailnya bener apa gk karena gk masuk2 emailnya huhu,0,0,0,0,in,1469727833958223872,1708828277425721816,linanidalathif1,https://twitter.com/linanidalathif1/status/1708848068576289210,"['@keretacepatid', 'min', 'kalo', 'cek', 'email', 'ya', 'dadak', 'ragu', 'email', 'masuk2', 'email', 'huhu']",2,2,0,5,0,7,2,1,0.0,neutral
Mon Oct 02 14:14:50 +0000 2023,1708848016365695166,"@KeretaCepatID Min, buat yg stasiun bandung - halim itu berarti datengnya ke stasiun bandung sesuai jam di pemesanan tiket ya?",0,0,0,0,in,70391831,1708828277425721816,yosa_ong,https://twitter.com/yosa_ong/status/1708848016365695166,"['@keretacepatid', 'min', 'stasiun', 'bandung', 'halim', 'arti', 'datengnya', 'stasiun', 'bandung', 'sesuai', 'jam', 'mesan', 'tiket', 'ya']",2,2,0,5,3,6,1,3,6.0,positive
Mon Oct 02 14:14:45 +0000 2023,1708847994702057632,@KeretaCepatID Utk yg tgl 3 okt gmn pesennya? Udh lewat dari satu hari sebelum pemesanan,0,0,0,0,in,2796222805,1708828277425721816,CTnumerouno,https://twitter.com/CTnumerouno/status/1708847994702057632,"['@keretacepatid', 'tanggal', '3', 'okt', 'sen', 'mesan']",1,3,4,4,4,7,0,8,-4.0,negative
